"ts","id","payment","total_price","prd_id","qty","extra_price","extra_title","title","price"
"2021-06-10T14:44:06.667Z","60c223acc7d4a85100226f2e","Pin","2.5","607e7d549982ad1facbcd85e","1","0.50","Appelmoes","Friet Middel",2
